1011, 545, 1021, 786|0.05497707799077034, 0.0966755747795105, 0.21647509932518005|-0.20293132960796356, 0.24445010721683502, 102.47549438476562
1011, 545, 1021, 786|0.058451175689697266, 0.09808659553527832, 0.21817342936992645|-0.2673075795173645, 0.1204114556312561, 103.86479949951172
1034, 545, 1021, 792|0.057256750762462616, 0.09722991287708282, 0.21898382902145386|-0.4910661280155182, 0.1088319718837738, 105.25594329833984
1034, 547, 1050, 792|0.06126490607857704, 0.09837846457958221, 0.21727991104125977|-0.5187344551086426, 0.07298032194375992, 106.6490707397461
1034, 547, 1050, 792|0.06158817559480667, 0.10036884993314743, 0.21761450171470642|-0.4729103147983551, -0.030941875651478767, 108.03923034667969
1034, 547, 1050, 802|0.060898758471012115, 0.10209762305021286, 0.21654284000396729|-0.5069072246551514, -0.19395723938941956, 109.46873474121094
1064, 556, 1081, 802|0.06061042845249176, 0.10039594024419785, 0.21652649343013763|-0.6873898506164551, -0.21741324663162231, 110.84198760986328
1064, 556, 1081, 802|0.05903521925210953, 0.10216367989778519, 0.21777237951755524|-0.8596974611282349, -0.28394412994384766, 112.21691131591797
1064, 556, 1081, 802|0.0614621527493, 0.09974204003810883, 0.21848659217357635|-0.7965571284294128, -0.317832887172699, 113.60480499267578
1101, 556, 1124, 823|0.06180742383003235, 0.0994899645447731, 0.21887396275997162|-0.5922591090202332, -0.45008784532546997, 114.98104095458984
1101, 560, 1124, 823|0.06207388639450073, 0.09929445385932922, 0.21973709762096405|-0.453014999628067, -0.5178413987159729, 116.37947845458984
1101, 560, 1124, 823|0.047714393585920334, 0.09976820647716522, 0.21647636592388153|-0.6717426180839539, -0.6635928750038147, 117.77298736572266
1093, 560, 1124, 850|0.05114537104964256, 0.09914765506982803, 0.21634167432785034|-0.5126862525939941, -0.7131955027580261, 119.15673828125
1093, 578, 1177, 850|0.04995797574520111, 0.10025037825107574, 0.21687902510166168|-0.22207503020763397, -0.7887899875640869, 120.52674102783203
1093, 578, 1177, 850|0.05178924649953842, 0.09936000406742096, 0.21668685972690582|0.06182240694761276, -0.7230913043022156, 121.89028930664062
1093, 578, 1177, 884|0.05182233452796936, 0.10078115016222, 0.22163726389408112|0.17744693160057068, -0.6100120544433594, 123.27114868164062
1028, 599, 1235, 884|0.05581679195165634, 0.1062317043542862, 0.2225162386894226|0.24970826506614685, -0.6204430460929871, 124.64202880859375
1028, 599, 1235, 884|0.05651937425136566, 0.10692394524812698, 0.22257228195667267|0.18547984957695007, -0.6950588226318359, 126.0074234008789
1028, 599, 1235, 884|0.05676533654332161, 0.1073315218091011, 0.22164279222488403|0.0021536110434681177, -0.7831044793128967, 127.35826873779297
870, 599, 1312, 923|0.05714384838938713, 0.10783461481332779, 0.22231760621070862|-0.18638774752616882, -0.6758837699890137, 128.7869873046875
870, 626, 1312, 923|0.06110890582203865, 0.10922254621982574, 0.22223062813282013|-0.18921589851379395, -0.5200390815734863, 130.17596435546875
870, 626, 1312, 923|0.06255996227264404, 0.11110113561153412, 0.2236311137676239|-0.1680474579334259, -0.507420003414154, 131.56689453125
772, 626, 1312, 981|0.0617317333817482, 0.11030200123786926, 0.2241256684064865|-0.32654833793640137, -0.6399306654930115, 132.92910766601562
772, 668, 1386, 981|0.06090780347585678, 0.11024629324674606, 0.22437068819999695|-0.5447689294815063, -0.7357532978057861, 134.32688903808594
772, 668, 1386, 981|0.06296558678150177, 0.10996980220079422, 0.22485341131687164|-0.6027032732963562, -0.6998457908630371, 135.7278594970703
772, 668, 1386, 1056|0.06088686361908913, 0.11097539961338043, 0.2248331904411316|-0.5275233387947083, -0.7651857137680054, 137.10548400878906
702, 712, 1416, 1056|0.061996057629585266, 0.1107279509305954, 0.2252587229013443|-0.4646097719669342, -0.7630994319915771, 138.4757843017578
702, 712, 1416, 1056|0.05994214117527008, 0.10983525216579437, 0.22597528994083405|-0.5547738671302795, -0.7495600581169128, 139.8505401611328
702, 712, 1416, 1056|0.06325609236955643, 0.10651187598705292, 0.2253851294517517|-0.5983721613883972, -0.7487174272537231, 141.21112060546875
648, 712, 1347, 1174|0.04392723739147186, 0.10372264683246613, 0.22544799745082855|-0.7762365341186523, -1.047606110572815, 142.57113647460938
648, 794, 1347, 1174|0.042570605874061584, 0.10311155021190643, 0.22534456849098206|-0.47631531953811646, -1.0540894269943237, 143.92897033691406
648, 794, 1347, 1174|0.043191540986299515, 0.10409927368164062, 0.226120263338089|0.01422821544110775, -0.8221061825752258, 145.3013916015625
608, 794, 1347, 1226|0.042458388954401016, 0.10465270280838013, 0.22632355988025665|0.3828640580177307, -0.5747416019439697, 146.65904235839844
608, 847, 1247, 1226|0.044009361416101456, 0.10272561758756638, 0.22706995904445648|0.4285368323326111, -0.436068594455719, 147.99002075195312
608, 847, 1247, 1226|0.04232011362910271, 0.10274316370487213, 0.22712239623069763|0.22995725274085999, -0.4607434570789337, 149.35986328125
608, 847, 1247, 1222|0.04257535561919212, 0.1031818613409996, 0.22728358209133148|0.2058025598526001, -0.3903141915798187, 150.72581481933594
575, 851, 1197, 1222|0.04212379455566406, 0.10342220216989517, 0.22766172885894775|0.3611176013946533, -0.36311763525009155, 152.0738525390625
575, 851, 1197, 1222|0.0427975095808506, 0.10415009409189224, 0.22804847359657288|0.5024355053901672, -0.3513035774230957, 153.43531799316406
575, 851, 1197, 1222|0.03878961130976677, 0.09897549450397491, 0.22811822593212128|0.30455368757247925, -0.3993506133556366, 154.78860473632812
548, 851, 1164, 1188|0.04015279933810234, 0.10038921982049942, 0.22824770212173462|0.24195119738578796, -0.411626935005188, 156.1494140625
548, 828, 1164, 1188|0.039695363491773605, 0.10075701028108597, 0.2278173565864563|0.29917192459106445, -0.47363024950027466, 157.48623657226562
548, 828, 1164, 1188|0.039223041385412216, 0.10088521987199783, 0.22624856233596802|0.37270238995552063, -0.5824472308158875, 158.84310913085938
531, 828, 1164, 1141|0.04133298993110657, 0.1003054678440094, 0.22590206563472748|0.3548547923564911, -0.5472865104675293, 160.20909118652344
531, 788, 1132, 1141|0.04246911779046059, 0.1054375097155571, 0.2229207456111908|0.3342610001564026, -0.4938606917858124, 161.57432556152344
531, 788, 1132, 1141|0.04266013950109482, 0.10686837136745453, 0.2219211310148239|0.23644664883613586, -0.5960400104522705, 162.94635009765625
531, 788, 1132, 1112|0.04165889695286751, 0.10717730969190598, 0.22031278908252716|0.051116008311510086, -0.7454578876495361, 164.28738403320312
514, 758, 1107, 1112|0.042436759918928146, 0.10834722220897675, 0.21948666870594025|-0.07858186215162277, -0.7180061340332031, 165.66864013671875
514, 758, 1107, 1112|0.044728294014930725, 0.11012343317270279, 0.21806269884109497|-0.09609043598175049, -0.6143209934234619, 167.02719116210938
514, 758, 1107, 1112|0.0438062958419323, 0.11021767556667328, 0.21933744847774506|-0.14808595180511475, -0.6003484725952148, 168.38563537597656
501, 758, 1089, 1086|0.044262245297431946, 0.112725630402565, 0.21929582953453064|-0.25735434889793396, -0.701392412185669, 169.80601501464844
501, 739, 1089, 1086|0.04228382557630539, 0.11404862999916077, 0.2215004414319992|-0.4128773510456085, -0.8811081051826477, 171.15249633789062
501, 739, 1089, 1086|0.044145599007606506, 0.11317456513643265, 0.22158896923065186|-0.47604212164878845, -0.8878116607666016, 172.52529907226562
496, 739, 1089, 1072|0.042778920382261276, 0.1132395938038826, 0.22227805852890015|-0.5259238481521606, -0.886799156665802, 173.9021453857422
496, 723, 1081, 1072|0.04303649440407753, 0.11852331459522247, 0.22240139544010162|-0.48716962337493896, -0.8854397535324097, 175.27444458007812
496, 723, 1081, 1072|0.043406594544649124, 0.12063897401094437, 0.223286971449852|-0.4430854022502899, -0.9607407450675964, 176.6507110595703
496, 723, 1081, 1057|0.04288257285952568, 0.12096744775772095, 0.2229815572500229|-0.41422754526138306, -1.0582475662231445, 177.94386291503906
491, 715, 1080, 1057|0.0420837327837944, 0.12094315886497498, 0.22377699613571167|-0.5051130652427673, -0.8161801099777222, 179.03634643554688
491, 715, 1080, 1057|0.043585922569036484, 0.12062335759401321, 0.22311446070671082|-0.6578529477119446, -0.16193199157714844, 179.94918823242188
491, 715, 1080, 1057|0.043087948113679886, 0.12090861797332764, 0.22376607358455658|-0.6870385408401489, 0.27171212434768677, -179.2913360595703
492, 715, 1077, 1052|0.04321364685893059, 0.12101458758115768, 0.22405071556568146|-0.6534958481788635, 0.3222792148590088, -178.6473388671875
492, 710, 1077, 1052|0.03877139836549759, 0.1267556995153427, 0.2250594198703766|-0.5764580368995667, 0.1007058396935463, -178.11074829101562
492, 710, 1077, 1052|0.03836879879236221, 0.12562015652656555, 0.22640033066272736|-0.6590104699134827, 0.07213344424962997, -177.66650390625
497, 710, 1077, 1048|0.03793828934431076, 0.12579390406608582, 0.22684736549854279|-0.7276910543441772, 0.28010618686676025, -177.28866577148438
497, 713, 1080, 1048|0.03713060915470123, 0.12603509426116943, 0.22540535032749176|-0.7154414653778076, 0.5239188075065613, -176.9499053955078
497, 713, 1080, 1048|0.036155905574560165, 0.1262943595647812, 0.22539129853248596|-0.6581620573997498, 0.5904742479324341, -176.689208984375
497, 713, 1080, 1046|0.035783421248197556, 0.12572801113128662, 0.22425340116024017|-0.6482021808624268, 0.49520036578178406, -176.4861602783203
493, 712, 1084, 1046|0.036077432334423065, 0.12643903493881226, 0.22417864203453064|-0.6318821310997009, 0.5218966007232666, -176.33804321289062
493, 712, 1084, 1046|0.03641476482152939, 0.12560592591762543, 0.22358295321464539|-0.5916746854782104, 0.579256534576416, -176.21099853515625
493, 712, 1084, 1046|0.03611588105559349, 0.12447232007980347, 0.22281576693058014|-0.4940328896045685, 0.5333552956581116, -176.10313415527344
504, 712, 1083, 1047|0.03649696335196495, 0.1238226443529129, 0.22257456183433533|-0.42447495460510254, 0.4534980058670044, -176.03721618652344
504, 710, 1083, 1047|0.03629785031080246, 0.12301420420408249, 0.2225908786058426|-0.3929508328437805, 0.39011961221694946, -175.98487854003906
504, 710, 1083, 1047|0.03683345764875412, 0.12295404076576233, 0.2218209207057953|-0.31372037529945374, 0.30464962124824524, -175.93850708007812
493, 710, 1083, 1051|0.03844368830323219, 0.11778673529624939, 0.2215670347213745|-0.275356262922287, 0.2697463631629944, -175.89183044433594
493, 717, 1080, 1051|0.04032265022397041, 0.11523789912462234, 0.2212505042552948|-0.13836152851581573, 0.2626945972442627, -175.84344482421875
493, 717, 1080, 1051|0.03982057422399521, 0.11612068116664886, 0.22121810913085938|0.10503534972667694, 0.1321999877691269, -175.79510498046875
493, 717, 1080, 1054|0.03948502615094185, 0.11522413790225983, 0.22071954607963562|0.26077207922935486, -0.0884748175740242, -175.78860473632812
499, 721, 1078, 1054|0.041130609810352325, 0.11350272595882416, 0.22091472148895264|0.2756551206111908, -0.12442708015441895, -175.77659606933594
499, 721, 1078, 1054|0.042337678372859955, 0.11108984798192978, 0.21932154893875122|0.3243022561073303, -0.04131112992763519, -175.7550506591797
499, 721, 1078, 1054|0.04331757873296738, 0.11050716787576675, 0.22009576857089996|0.4860022962093353, -0.0686289370059967, -175.7498779296875
492, 721, 1076, 1055|0.04480075463652611, 0.10959954559803009, 0.22031332552433014|0.6027567386627197, -0.24935242533683777, -175.76541137695312
492, 722, 1076, 1055|0.04480068013072014, 0.10837914794683456, 0.22136129438877106|0.570874035358429, -0.36709049344062805, -175.792236328125
492, 722, 1076, 1055|0.045086342841386795, 0.10726441442966461, 0.2222837507724762|0.516106367111206, -0.33718517422676086, -175.82208251953125
494, 722, 1076, 1058|0.045155029743909836, 0.1076093316078186, 0.2227819859981537|0.6032142639160156, -0.3032667934894562, -175.84666442871094
494, 720, 1076, 1058|0.04584639519453049, 0.10683088004589081, 0.22234444320201874|0.6821965575218201, -0.3592694103717804, -175.89144897460938
494, 720, 1076, 1058|0.046566691249608994, 0.10730332881212234, 0.22279256582260132|0.645756185054779, -0.37766391038894653, -175.92410278320312
494, 720, 1076, 1059|0.04520551487803459, 0.10590347647666931, 0.22200702130794525|0.4929312467575073, -0.33870989084243774, -175.9670867919922
484, 724, 1071, 1059|0.04588443040847778, 0.10729031264781952, 0.22242562472820282|0.44697460532188416, -0.3066703677177429, -176.01071166992188
484, 724, 1071, 1059|0.04589134454727173, 0.10719127953052521, 0.22108176350593567|0.46663931012153625, -0.3159430921077728, -176.06201171875
484, 724, 1071, 1059|0.04638735204935074, 0.10706724226474762, 0.22015511989593506|0.4423988163471222, -0.2318934202194214, -176.1134033203125
489, 724, 1070, 1059|0.0467071458697319, 0.10765036940574646, 0.22003121674060822|0.32064664363861084, -0.11183173209428787, -176.16490173339844
489, 723, 1070, 1059|0.046756550669670105, 0.10854730010032654, 0.21804407238960266|0.1715753674507141, -0.11126498878002167, -176.2307586669922
489, 723, 1070, 1059|0.046284064650535583, 0.10870378464460373, 0.21695300936698914|0.10808519273996353, -0.19671188294887543, -176.29095458984375
481, 723, 1070, 1063|0.04610877484083176, 0.10959456115961075, 0.21665579080581665|0.1154036596417427, -0.1656501740217209, -176.35519409179688
481, 724, 1072, 1063|0.04708632454276085, 0.11098967492580414, 0.2148311585187912|0.10548453778028488, -0.09132438153028488, -176.43235778808594
481, 724, 1072, 1063|0.04625902324914932, 0.10915196686983109, 0.21434010565280914|-0.04022695869207382, -0.14090877771377563, -176.5183563232422
481, 724, 1072, 1063|0.047154270112514496, 0.10819662362337112, 0.21517406404018402|-0.14083515107631683, -0.1482727825641632, -176.5972442626953
488, 722, 1072, 1063|0.05315133184194565, 0.10903020203113556, 0.2150704711675644|-0.04525042325258255, -0.03622765094041824, -176.64710998535156
488, 722, 1072, 1063|0.052773892879486084, 0.1073199063539505, 0.21571123600006104|0.013922241516411304, -0.08218307793140411, -176.7032470703125
488, 722, 1072, 1063|0.0527782067656517, 0.10822279751300812, 0.21670857071876526|-0.04001925140619278, -0.17112348973751068, -176.753173828125
485, 722, 1073, 1061|0.052964337170124054, 0.10821976512670517, 0.21766892075538635|-0.15918342769145966, -0.24662870168685913, -176.8184814453125
485, 719, 1073, 1061|0.05397039279341698, 0.10699105262756348, 0.21780475974082947|-0.07750114798545837, -0.30921879410743713, -176.87002563476562
485, 719, 1073, 1061|0.054035358130931854, 0.10929679870605469, 0.21952570974826813|0.1657206118106842, -0.37341874837875366, -176.91847229003906
485, 719, 1073, 1061|0.053107596933841705, 0.10800483822822571, 0.22111175954341888|0.13331463932991028, -0.3583028018474579, -176.95278930664062
485, 720, 1072, 1061|0.053092051297426224, 0.10867785662412643, 0.22117359936237335|-0.07533692568540573, -0.2462122142314911, -176.98614501953125
485, 720, 1072, 1061|0.0532376728951931, 0.1084437221288681, 0.22290828824043274|-0.14252854883670807, -0.20236749947071075, -177.01809692382812
485, 720, 1072, 1060|0.05345669388771057, 0.10732275992631912, 0.22544728219509125|-0.059400610625743866, -0.2852712869644165, -177.0686492919922
483, 722, 1070, 1060|0.053448889404535294, 0.10784000903367996, 0.22761784493923187|0.058186646550893784, -0.28235211968421936, -177.09811401367188
483, 722, 1070, 1060|0.052689094096422195, 0.10760428756475449, 0.2293233722448349|0.024421030655503273, -0.16966331005096436, -177.1322479248047
483, 722, 1070, 1060|0.05285896733403206, 0.10740544646978378, 0.23306018114089966|-0.026601653546094894, -0.005932609550654888, -177.17144775390625
485, 722, 1074, 1060|0.052322447299957275, 0.10750072449445724, 0.23587684333324432|-0.011546880006790161, -0.09578217566013336, -177.2296600341797
485, 721, 1074, 1060|0.05150405690073967, 0.10724755376577377, 0.23751437664031982|0.09405507147312164, -0.23577003180980682, -177.30694580078125
485, 721, 1074, 1060|0.05027235299348831, 0.10761768370866776, 0.24187645316123962|0.11834442615509033, -0.22130398452281952, -177.37538146972656
489, 721, 1074, 1061|0.051714081317186356, 0.10629872977733612, 0.2452813982963562|0.027039185166358948, -0.12716278433799744, -177.45278930664062
489, 720, 1075, 1061|0.05063571780920029, 0.10688553005456924, 0.24974927306175232|-0.05924341827630997, -0.1374528557062149, -177.54312133789062
489, 720, 1075, 1061|0.05264443904161453, 0.10688958317041397, 0.25340908765792847|-0.081932432949543, -0.11870447546243668, -177.63836669921875
489, 720, 1075, 1059|0.05322305113077164, 0.10752033442258835, 0.25722214579582214|0.061828311532735825, -0.06923838704824448, -177.68923950195312
492, 717, 1073, 1059|0.053672000765800476, 0.10712967813014984, 0.2608105540275574|0.1976020783185959, -0.07566659897565842, -177.74615478515625
492, 717, 1073, 1059|0.05308541655540466, 0.1069512590765953, 0.2618802487850189|0.15470291674137115, -0.10992202907800674, -177.76397705078125
492, 717, 1073, 1059|0.05425301939249039, 0.10684945434331894, 0.26319897174835205|0.0006666092667728662, -0.0570947602391243, -177.75950622558594
491, 717, 1076, 1057|0.05392644926905632, 0.108064666390419, 0.2657945156097412|-0.04716680198907852, -0.12514330446720123, -177.7459716796875
491, 719, 1076, 1057|0.05295378342270851, 0.10681650787591934, 0.2658238410949707|0.007899601943790913, -0.2589968740940094, -177.6897430419922
491, 719, 1076, 1057|0.053941961377859116, 0.10788841545581818, 0.26711562275886536|0.18463316559791565, -0.23704063892364502, -177.63525390625
498, 719, 1076, 1049|0.05368201807141304, 0.10744126886129379, 0.2690398693084717|0.2081885188817978, -0.11936762183904648, -177.5704345703125
498, 717, 1072, 1049|0.05217672139406204, 0.10914190858602524, 0.2704932391643524|0.02749897725880146, -0.09287023544311523, -177.52137756347656
498, 717, 1072, 1049|0.052255697548389435, 0.10873216390609741, 0.2725432515144348|-0.20133639872074127, -0.055925674736499786, -177.48023986816406
498, 717, 1072, 1050|0.0530783049762249, 0.10645204782485962, 0.27441537380218506|-0.2751886248588562, 0.004100920632481575, -177.4414825439453
495, 714, 1080, 1050|0.05458030849695206, 0.11984863877296448, 0.2771155536174774|0.14640480279922485, 0.03081890568137169, -177.3907928466797
495, 714, 1080, 1050|0.05270468443632126, 0.11863911151885986, 0.2811000943183899|0.19901607930660248, -0.07280191034078598, -177.34271240234375
495, 714, 1080, 1050|0.052560511976480484, 0.11774561554193497, 0.2833990454673767|-0.05574357137084007, -0.10830018669366837, -177.2855682373047
500, 714, 1079, 1047|0.051781971007585526, 0.12186280637979507, 0.2865862250328064|-0.34472915530204773, -0.11291417479515076, -177.23553466796875
500, 715, 1079, 1047|0.05112225189805031, 0.12217526137828827, 0.2890755534172058|-0.5576246976852417, -0.08046414703130722, -177.1936492919922
500, 715, 1079, 1047|0.05079497769474983, 0.12303411960601807, 0.2933798134326935|-0.711272120475769, -0.11124598979949951, -177.1662139892578
505, 715, 1079, 1044|0.0509815476834774, 0.12794092297554016, 0.2969323694705963|-0.8852589130401611, -0.13525252044200897, -177.14193725585938
505, 715, 1081, 1044|0.05103014037013054, 0.12823857367038727, 0.3003723919391632|-1.0835497379302979, -0.07746647298336029, -177.1140594482422
505, 715, 1081, 1044|0.0512254536151886, 0.12833036482334137, 0.3043699860572815|-1.1846959590911865, -0.03966527804732323, -177.10122680664062
505, 715, 1081, 1038|0.04964751750230789, 0.12974601984024048, 0.3076741099357605|-1.1659448146820068, -0.10719749331474304, -177.0949249267578
508, 711, 1078, 1038|0.048968058079481125, 0.12547926604747772, 0.3118073046207428|-1.1360081434249878, -0.1457468569278717, -177.0862274169922
508, 711, 1078, 1038|0.04918220639228821, 0.1257942020893097, 0.31640103459358215|-0.943548321723938, -0.08827319741249084, -177.11166381835938
508, 711, 1078, 1038|0.04907430335879326, 0.12538647651672363, 0.32008564472198486|-0.7167930006980896, -0.03100099228322506, -177.15380859375
513, 711, 1076, 1034|0.049301255494356155, 0.12472257763147354, 0.3242284655570984|-0.5699198246002197, -0.06018752232193947, -177.18824768066406
513, 718, 1076, 1034|0.04612885043025017, 0.11635790020227432, 0.32696881890296936|-0.5144891738891602, -0.24747513234615326, -177.26585388183594
513, 718, 1076, 1034|0.045382313430309296, 0.11513135582208633, 0.3312498927116394|-0.37641069293022156, -0.32863062620162964, -177.33473205566406
519, 718, 1076, 1031|0.04574756324291229, 0.11309115588665009, 0.33507612347602844|-0.18315239250659943, -0.09874927997589111, -177.4149627685547
519, 723, 1072, 1031|0.04581283777952194, 0.11215294152498245, 0.3367627263069153|0.1325036883354187, 0.19683314859867096, -177.5045928955078
519, 723, 1072, 1031|0.043922875076532364, 0.10979702323675156, 0.340278297662735|0.3691611886024475, 0.2766144871711731, -177.5843505859375
519, 723, 1072, 1023|0.04316636919975281, 0.10871704667806625, 0.34232139587402344|0.46724578738212585, 0.14831489324569702, -177.6537322998047
527, 726, 1063, 1023|0.04174160212278366, 0.10761096328496933, 0.34570565819740295|0.48108696937561035, 0.12058603763580322, -177.70840454101562
527, 726, 1063, 1023|0.04248877614736557, 0.10539216548204422, 0.3476409316062927|0.5305931568145752, 0.3424868881702423, -177.76272583007812
527, 726, 1063, 1023|0.04182124510407448, 0.10200326889753342, 0.351236492395401|0.6885386109352112, 0.4954649806022644, -177.79571533203125
531, 726, 1060, 1014|0.041276417672634125, 0.0999586209654808, 0.3542695939540863|0.857941210269928, 0.4418809711933136, -177.83029174804688
531, 734, 1060, 1014|0.040250785648822784, 0.09898921102285385, 0.3593742549419403|0.9480074644088745, 0.34137389063835144, -177.82969665527344
531, 734, 1060, 1014|0.04006122425198555, 0.09806414693593979, 0.36521008610725403|0.9818832874298096, 0.4583643674850464, -177.8509521484375
538, 734, 1060, 1008|0.03836669400334358, 0.09803912788629532, 0.36895275115966797|1.0402384996414185, 0.6210317015647888, -177.8893280029297
538, 739, 1057, 1008|0.03780028596520424, 0.09636612236499786, 0.3728460669517517|1.061026930809021, 0.6683135628700256, -177.96286010742188
538, 739, 1057, 1008|0.037084560841321945, 0.09583405405282974, 0.3768247365951538|1.0031731128692627, 0.5987446308135986, -177.99392700195312
538, 739, 1057, 1008|0.03695175424218178, 0.09551337361335754, 0.38154712319374084|0.9268245100975037, 0.4244312345981598, -178.02806091308594
543, 738, 1051, 1008|0.036464624106884, 0.09599100053310394, 0.38551875948905945|0.8645578026771545, 0.293387234210968, -178.0267333984375
543, 738, 1051, 1008|0.03829788789153099, 0.09585045278072357, 0.38950929045677185|0.7594923973083496, 0.2909291982650757, -178.01898193359375
543, 738, 1051, 1008|0.04160471260547638, 0.09609274566173553, 0.3933621644973755|0.5804014801979065, 0.3777412176132202, -177.98895263671875
549, 738, 1056, 996|0.03864213079214096, 0.09648479521274567, 0.3971215784549713|0.45219525694847107, 0.26330655813217163, -177.9690704345703
549, 740, 1056, 996|0.03845807909965515, 0.09521753340959549, 0.3995197117328644|0.37459853291511536, 0.02075081318616867, -177.94082641601562
549, 740, 1056, 996|0.03915976732969284, 0.0963989645242691, 0.40288710594177246|0.33783191442489624, -0.16485068202018738, -177.8975067138672
556, 740, 1056, 992|0.036367446184158325, 0.0960908830165863, 0.40601834654808044|0.2143263816833496, -0.16641950607299805, -177.80735778808594
556, 737, 1050, 992|0.03716612234711647, 0.09780432283878326, 0.4080830514431|0.0775473341345787, -0.1493159532546997, -177.71124267578125
556, 737, 1050, 992|0.035590484738349915, 0.09425275772809982, 0.4107855260372162|-0.12106303870677948, -0.24892516434192657, -177.63681030273438
556, 737, 1050, 988|0.034678585827350616, 0.09696047008037567, 0.4135603606700897|-0.20072731375694275, -0.2547895312309265, -177.5692138671875
557, 736, 1054, 988|0.03559144213795662, 0.09285750985145569, 0.41627615690231323|-0.2506026327610016, -0.0499182865023613, -177.51339721679688
557, 736, 1054, 988|0.032324548810720444, 0.09308329969644547, 0.4160577058792114|-0.20677386224269867, 0.06839010864496231, -177.4710693359375
557, 736, 1054, 988|0.03569497913122177, 0.09444037824869156, 0.4186179041862488|-0.18054941296577454, 0.0637974664568901, -177.42405700683594
563, 736, 1056, 988|0.03541478514671326, 0.09075683355331421, 0.42122238874435425|-0.2538955807685852, -0.01680033467710018, -177.3784942626953
563, 735, 1056, 988|0.037533167749643326, 0.09122779220342636, 0.4229467511177063|-0.3364190459251404, 0.08005724847316742, -177.35122680664062
563, 735, 1056, 988|0.038819391280412674, 0.0918436124920845, 0.42697280645370483|-0.29673734307289124, 0.25537046790122986, -177.34353637695312
566, 735, 1056, 974|0.03949056565761566, 0.09183946996927261, 0.43002602458000183|-0.18904061615467072, 0.2632487118244171, -177.3657989501953
566, 736, 1060, 974|0.06351195275783539, 0.09430012851953506, 0.43315279483795166|-0.08483830839395523, 0.3595133125782013, -177.40457153320312
566, 736, 1060, 974|0.0634222999215126, 0.09456020593643188, 0.43657758831977844|-0.032036542892456055, 0.27530574798583984, -177.44859313964844
566, 736, 1060, 977|0.06343479454517365, 0.09362976998090744, 0.4402770698070526|0.019196681678295135, 0.06059516593813896, -177.51223754882812
576, 734, 1057, 977|0.06426545977592468, 0.09463263303041458, 0.4440382122993469|0.061072319746017456, -0.2970624268054962, -177.58126831054688
576, 734, 1057, 977|0.0634889006614685, 0.09426120668649673, 0.4463556706905365|0.024338720366358757, -0.5840648412704468, -177.64602661132812
576, 734, 1057, 977|0.06340250372886658, 0.09424027800559998, 0.4488433599472046|0.01601433753967285, -0.6617316603660583, -177.72470092773438
580, 734, 1060, 968|0.05986151844263077, 0.09447554498910904, 0.45224475860595703|0.07306168973445892, -0.7175753116607666, -177.7935028076172
580, 730, 1060, 968|0.056043840944767, 0.0954623818397522, 0.45594486594200134|0.09277934581041336, -0.756858229637146, -177.84783935546875
580, 730, 1060, 968|0.056369148194789886, 0.09546365588903427, 0.4590834379196167|0.05549566447734833, -0.6563897132873535, -177.89186096191406
588, 730, 1060, 961|0.05665053427219391, 0.09648101031780243, 0.46228545904159546|0.042299605906009674, -0.4671146869659424, -177.92494201660156
588, 731, 1060, 961|0.04379137232899666, 0.09572553634643555, 0.46749141812324524|0.012400919571518898, -0.5293278098106384, -177.97903442382812
588, 731, 1060, 961|0.04314739257097244, 0.09671957045793533, 0.4710572063922882|-0.005370879080146551, -0.4117187559604645, -178.00608825683594
588, 731, 1060, 953|0.04206938296556473, 0.09826048463582993, 0.4731543958187103|0.025927050039172173, -0.16679833829402924, -178.04489135742188
597, 723, 1060, 953|0.04431990906596184, 0.09865675121545792, 0.4765704572200775|0.07217469066381454, 0.06609739363193512, -178.0791015625
597, 723, 1060, 953|0.03418472036719322, 0.09794479608535767, 0.4801827073097229|0.015650223940610886, 0.12683382630348206, -178.0989227294922
597, 723, 1060, 953|0.03271617367863655, 0.09903287887573242, 0.4842684268951416|-0.09688020497560501, 0.19997538626194, -178.1152801513672
604, 723, 1065, 944|0.029953809455037117, 0.098896823823452, 0.4876623749732971|-0.12456611543893814, 0.2646448016166687, -178.13233947753906
604, 723, 1065, 944|0.02846011333167553, 0.0993158295750618, 0.4892449676990509|-0.07160986214876175, 0.4260581433773041, -178.1425323486328
604, 723, 1065, 944|0.02742791548371315, 0.099454864859581, 0.4925474524497986|-0.02369754947721958, 0.5917960405349731, -178.13656616210938
614, 723, 1065, 935|0.018920734524726868, 0.10243048518896103, 0.4955002963542938|-0.04798920452594757, 0.6202476024627686, -178.14830017089844
614, 720, 1067, 935|0.015718406066298485, 0.10435130447149277, 0.49691423773765564|-0.11694865673780441, 0.566136360168457, -178.17474365234375
614, 720, 1067, 935|0.012140296399593353, 0.10521651059389114, 0.49963945150375366|-0.16870981454849243, 0.6171355843544006, -178.19557189941406
614, 720, 1067, 926|0.010126595385372639, 0.10401085019111633, 0.5038862824440002|-0.14813457429409027, 0.7367753982543945, -178.20358276367188
620, 719, 1070, 926|0.008828900754451752, 0.10691944509744644, 0.506577730178833|-0.09335041791200638, 0.8227947354316711, -178.20787048339844
620, 719, 1070, 926|0.00838778167963028, 0.10670996457338333, 0.5078369975090027|-0.1946263164281845, 0.847970724105835, -178.22288513183594
620, 719, 1070, 926|0.0063734822906553745, 0.10856600105762482, 0.5102708339691162|-0.30831849575042725, 0.8190378546714783, -178.2242889404297
