1201, 734, 1203, 941|0.05171662196516991, 0.028769146651029587, 0.1965709626674652|-0.13808302581310272, -0.24746526777744293, 55.615684509277344
1201, 734, 1203, 941|0.052238937467336655, 0.03017757646739483, 0.19679586589336395|-0.07582792639732361, -0.5080111622810364, 57.04751205444336
1201, 734, 1203, 941|0.05264277011156082, 0.031012164428830147, 0.19636587798595428|-0.061281394213438034, -0.5872031450271606, 58.49142837524414
1112, 734, 1151, 972|0.051842235028743744, 0.031669098883867264, 0.1978156715631485|0.020509429275989532, -0.5097426176071167, 59.939598083496094
1112, 687, 1151, 972|0.05384150519967079, 0.034700874239206314, 0.19917032122612|0.1559000462293625, -0.5959209203720093, 61.36488723754883
1112, 687, 1151, 972|0.05596083775162697, 0.036284275352954865, 0.19891071319580078|0.23926973342895508, -0.6962835788726807, 62.78016662597656
1072, 687, 1151, 955|0.05671388655900955, 0.037117812782526016, 0.19962817430496216|0.22187913954257965, -0.6812888383865356, 64.17951202392578
1072, 650, 1097, 955|0.0585147850215435, 0.03944539278745651, 0.19928063452243805|0.10134130716323853, -0.526818037033081, 65.58967590332031
1072, 650, 1097, 955|0.06195996701717377, 0.04357682913541794, 0.19979606568813324|0.05759836733341217, -0.454565167427063, 66.9961166381836
1072, 650, 1097, 912|0.06309888511896133, 0.04460975527763367, 0.20085150003433228|0.033792611211538315, -0.42576900124549866, 68.43472290039062
1045, 623, 1061, 912|0.06460274010896683, 0.046711619943380356, 0.20151488482952118|-0.019820911809802055, -0.4167879819869995, 69.83151245117188
1045, 623, 1061, 912|0.06457596272230148, 0.04784312844276428, 0.20226231217384338|-0.15553180873394012, -0.23768112063407898, 71.22103881835938
1045, 623, 1061, 912|0.06709329038858414, 0.050144683569669724, 0.20355013012886047|-0.22882792353630066, -0.10848115384578705, 72.6211929321289
1016, 623, 1033, 875|0.06669402867555618, 0.050247978419065475, 0.2046034038066864|-0.2673139274120331, -0.08822870999574661, 73.99349975585938
1016, 603, 1033, 875|0.06633532047271729, 0.05064881220459938, 0.20646202564239502|-0.3314259350299835, -0.12375380098819733, 75.36334228515625
1016, 603, 1033, 875|0.06775019317865372, 0.05300610885024071, 0.20905129611492157|-0.3594099283218384, -0.11889342963695526, 76.7552719116211
1001, 603, 1033, 843|0.06631729006767273, 0.048804715275764465, 0.21067869663238525|-0.36163559556007385, -0.02994239330291748, 78.1431655883789
1001, 581, 1011, 843|0.05624210089445114, 0.05276681110262871, 0.21034900844097137|-0.5092555284500122, -0.18108589947223663, 79.5230941772461
1001, 581, 1011, 843|0.05743846669793129, 0.05573113635182381, 0.21131272614002228|-0.43889981508255005, -0.4399152100086212, 80.89427185058594
1001, 581, 1011, 821|0.05571338161826134, 0.05611646920442581, 0.21424531936645508|-0.296732634305954, -0.4910249412059784, 82.27653503417969
990, 570, 1005, 821|0.05643558129668236, 0.05787832662463188, 0.21549691259860992|-0.06526924669742584, -0.4655420482158661, 83.66278076171875
990, 570, 1005, 821|0.046789396554231644, 0.06458776444196701, 0.2161186784505844|-0.11187949031591415, -0.521599292755127, 85.03704071044922
990, 570, 1005, 821|0.047927454113960266, 0.06667102128267288, 0.21501435339450836|-0.03954364359378815, -0.5497812032699585, 86.40885925292969
985, 570, 993, 804|0.047599200159311295, 0.06845597922801971, 0.21541833877563477|0.08328460156917572, -0.46362990140914917, 87.7926025390625
985, 559, 993, 804|0.045646775513887405, 0.06886077672243118, 0.2146272510290146|0.2774578928947449, -0.25875672698020935, 89.22106170654297
985, 559, 993, 804|0.05084450915455818, 0.07294945418834686, 0.21443022787570953|0.5034717917442322, -0.2634666860103607, 90.57627868652344
991, 559, 993, 790|0.04884345829486847, 0.0745813176035881, 0.21440954506397247|0.4610989987850189, -0.300616979598999, 91.92752075195312
991, 555, 994, 790|0.05343262478709221, 0.07579053938388824, 0.21469643712043762|0.45481693744659424, -0.26726704835891724, 92.83657836914062
991, 555, 994, 790|0.052521608769893646, 0.0768778994679451, 0.21484646201133728|0.2797975242137909, -0.08994404971599579, 94.2146224975586
991, 555, 994, 785|0.05233617499470711, 0.0865406021475792, 0.21629609167575836|0.15943147242069244, -0.06541525572538376, 95.59552764892578
998, 549, 1006, 785|0.05359458550810814, 0.08857385069131851, 0.21660934388637543|0.13963866233825684, -0.12666720151901245, 96.97119903564453
998, 549, 1006, 785|0.05519270524382591, 0.08891740441322327, 0.2155575305223465|0.11711064726114273, -0.14207181334495544, 98.32411193847656
998, 549, 1006, 785|0.05411383882164955, 0.08936282992362976, 0.21664421260356903|-0.043930698186159134, 0.06994987279176712, 99.69303131103516
1011, 549, 1021, 786|0.05549794062972069, 0.09483373910188675, 0.21701063215732574|-0.12087395787239075, 0.22350139915943146, 101.08503723144531
